text,labels,source
"мне очень понравилось про ""мы покакали"" и месть бабушек ))))",[0],twitter
"Гордон не раз признавался студентам, как скучает по родине и семье, особенно по дяде Джорджу.",[1],lenta
блин я за информатику больше всего боюсь(,[3],twitter
ужасная авария( убить нахуй такий сволочей!,[4],twitter
"чтобы их там не убить от злости и ярости на их тупость,нужно с собой на тележке тащить тонну спокойствия!)",[0],twitter
"Тем удивительнее узнать , что никаких « разборов » не существует .",[2],lj
"Поздравляю, мы раскусили тайный фетиш Мота =D Хм... Я сейчас жестоко ступлю, но всё же... А Леонардо он хто по национальности?",[0],twitter
Я печалюсь на фото - отчего люди так жестоки и их всех сожрали ?,[1],lj
"Боюсь представить её выражение лица, когда она увидит мой курсовик(((",[3],twitter
че за херня с этими монологами я в недоумении((,[1 2],twitter
Дивная погода и облака за окном )) осення депрессия откладывается еще на денек ;),[0],twitter
"Удивительно , но ирландец Мартин МакДона - режиссер и сценарист фильма - умудрился снять фильм с явным привкусом современного российского кино , не явным , но всё же .",[2],lj
"Буду мстить))) Юльчик, ты молодец) здорово придуманно) мы разберёмся)))",[0],twitter
"«К счастью, его волосы пережили матч», — поддержала ее автор.",[0],lenta
"Очень странно и непонятно быть в наших с вами местах, родные, и хотить нашимм путями с чужими людьми... И Жемчужина пустая :(",[1],twitter
"мелкий брат перед отъездом к бабушке:""буду по тебе скучать,истеричка""))))обожаю его))",[0],twitter
читаю свои старые твиты и удивляюсь как со мной вообще кто-то мог общаться :|,[2],twitter
"- Правильно ,- улыбнулась Аня .",[0],lj
Литература просто ужас =(и еще это сочинение меня просто убивает ....,[1],twitter
"за 10% не данных проигравшему заклюют( поклонники народ безжалостный, переживаю",[1],twitter
Забавно.,[0],twitter
"ты же сама сказала психика поломана, так что не удивляйся =))",[0],twitter
выспалась но теперь какоето странное чувство (,[1],twitter
Чёрт..я думала это пиздец как больно :D Воооовсе нет ) Так что кто боялся-не стоит) Из пальца больнее ),[0],twitter
Спасибо всем кто был ;)) это были самые веселые сутки этого лета ;)),[0],twitter
Стоять в вере и радоваться !,[0],lj
Но это был странный момент.,[2],lenta
"Понравилось только то как та баба мстила,вот эт классно :) Столько жестокости и ненавести,правда героиня как Кристин Стюарт-без эмоций",[0],twitter
"о_О Поня,ты меня удивляешь!как ты так сделал?ты просто спросил?",[2],twitter
"Жизнь-боль, когда прибравшись в комнате не найти конспекты:(",[1],twitter
Старость не радость),[0],twitter
:о Очень странно было вобщем.,[2],twitter
"ну ок. Я незаметная шваль, которая никому не нужна ШУТКА :D",[0],twitter
"К сожалению , в этом , враг несколько преуспел и в среде своих .",[1],lj
"Мдаааа зачет сдала а курсач нет ((((( я лох На очереди физра, уже боюсь ((",[3],twitter
"Боюсь за цветы на даче, могут погибнуть(((",[3],twitter
ляхи((( решила чайку попить и кружка с кипятком лопнула.,[1],twitter
"Странный зверь) приезжай ещё, он на второй встрече обычно добрее)",[0],twitter
это слишком жестоко мне кажется(,[1],twitter
"Русские рэперы в кино (((( странно и гуф там,он же умер....",[1],twitter
Тема такой заплывший был и когда фоткался глаза вытаращивал типо чтоб не узкие были  он сказал что он не спит и бухает поэтому так:(,[1],twitter
"Свои действия он объяснил опасением, что может «не дожить».",[3],lenta
Скорбим .,[1],lj
"Старик ( с изумлением ):    — И это всё , лишь ради того , чтобы немного улучшить слух ?!",[2],lj
"Шутки шутками , но я в самом деле не понимаю всей этой толерантной истерии и с ужасом жду , когда волна докатится и до нас .",[3],lj
"Он мне жутко не понравился в первый день , кругом происходило какое-то дерьмо , я не видела цели , не понимала , зачем я здесь кроме того , что как-то нужно было дотерпеть до дня концерта .",[4],lj
"да ладно, нет перспективы быть просто демоном, нужно придумать какой-то коварный план:D",[0],twitter
Ценой серьёзнейшей травмы .,[1],lj
!начинаются суровые будни у неё)ахахах,[0],twitter
"20 июня в сети появилось интервью с Кикабидзе, в котором артист рассказал, что обрадовался, когда узнал о распаде СССР в 1991 году.",[0],lenta
"Пошла ка я баеньки,а то опять сон ужасный приснится(",[1],twitter
Всё отлично) И это даже странно.. По-любому кто-нибудь мою радость попортит),[0],twitter
"а прикиньте,как некоторые прочитали угрозу мелкого,что он всё переведёт,и побежали удалять комментарии :DDDDDDDDDDDDDDDDDDDDDDDDDD",[0],twitter
злишься потому что желание проебал?),[0],twitter
"у нас с мамой есть странная, но забавная традиция - в любой непонятной ситуации на даче пересматривать день радио х))",[0],twitter
"Без лп так плохо в школе, скучно.",[1],twitter
"Пессимизм в том , что систему не сломить , что единственный выход - это побег , эмиграция .",[1],lj
"мне снятся странные сны, от которых на утро остается осадок, но вспомнить я их никак не могу:(",[1],twitter
"Люди говорят то чего не знают, обсуждают то, к чему не имеют никакого отношения, смеются над тем, что нужно ценить...(( h…",[1],twitter
":) Как ни странно, помогло, теперь меня тот человек видит в онлайне и мы даже можем общаться.",[0],twitter
"Мне понравилось видео ""Кино - Виктор Цой - Странная Сказка ( kino - victor tsoi - strange",[0],twitter
"В общем , а Ауре вчера все было настолько дорого и настолько ужасно , что я сказала себе : Маша , ты же любишь винтаж , вот и носи .",[1],lj
""", улыбались и показывали разные непристойные действия , что внутри теплело .",[0],lj
"А посреди всего этого стоят четыре чудака и хохочут , похлопывая друг друга по плечу и вспоминая всякие давние истории .",[0],lj
грусть-пати... кстати.,[1],twitter
"«Это было ужасно, просто плохо», — сообщил собеседник телеканала.",[1],lenta
Последняя счастливая дата :*,[0],twitter
"Аррр, Страсть злится ;) Это интересно)",[0],twitter
Мы должны научить их улыбаться.,[0],lenta
Впервые за этот год мне в художке было так весело:D,[0],twitter
"ингредиентов много, боюсь.что не выйдет приготовить(((((((((((",[3],twitter
"Господу известно , как мне тяжело путешествовать , это влияет на мое здоровье , но я с радостью исполняю это послушание перед Божией Матерью и народом Божиим , который с великой радостью ожидает Царицу Небесную ”» .",[0],lj
Началось))))))) вечер будет просто сногсшибательным!!,[0],twitter
"И я счастлив, что оказался связан с этой организацией и провел в ней все эти 13 или 14 лет.",[0],lenta
"Неприятно когда злобу свою на мне выпускаешь, очень( постоянно, будто я виновата в чем-то((( обидно(",[1],twitter
Предвкушаю семейную радость.,[0],twitter
"32 школа настолько сурова,что нападают на игрока втроем :D",[0],twitter
"Кст, лента, сегодня день рождения у мегакрутого твиттерского  :) Желаю тебе всего самого умопомрачительного:3 Хэ…",[0],twitter
"Вот сучка мелкая:( Придет время- будет месть,  тогда и я посмеюсь",[4],twitter
"мне не удивительно, что это первое что пришло Вере в голову  :D а может и правда ?",[0],twitter
Вот я всегда боялась стать сериалозадроткой .,[3],twitter
"Народ ,что делать если выезд машине перекрыл какой-то нехороший человек и ушел.Уже 30 мин.жду .хочется уже на таран пойти((",[4],twitter
Топаю в кофебокс as usual(,[1],twitter
Неужели тебе так нравится меня мучить?,[2],twitter
"В голове выстраиваешь визуальный ряд "" девяностые , до шестого , до саммита , после ... "", иногда вздыхаешь , трогаешь стены и с сожалением хмуришься .",[1],lj
"13 - ый Воин ( 1999 )– 8 / 10 Порадовала натуралистичность , жестокость .",[0],lj
"Странный сон, и как раз Серега позвонил!очень рад был слышать, аж прям настроение поднялось !)",[0],twitter
"К сожалению , здесь слишком мало места , чтобы описать всё подробно , поэтому приведу способ очень кратко .",[1],lj
Вообще они жуткие .,[3],lj
тебе не кажется что что-то странное происходит с тобой?ты меня немного удивляешь:),[0 2],twitter
"хахаха, вспомнил, как сегодня один человек был злой)))",[0],twitter
Британские толерасты недоумевают),[0],twitter
"Зачем искать жуткую копию, если качественный  оригинал на 1000 дороже(",[1],twitter
"Она его удасно боится, и она еще не вернулась(",[3],twitter
Непривычно видеть такие названия на автовокзале ) Киоск с дисками тоже удивил .,[0 2],lj
Конечно пришла после тренировки и заснула.А сейчас удивляюсь почему я не могу уснуть.Вообще спать надо завтра планы),[0 2],twitter
Сейча с я пугал своих котеек пылесосом...да я коварен))ваавахаххаха,[0],twitter
Описанная ситуация выглядит более чем странно .,[2],lj
"Бессмысленный разговор на разных языках вызывал неописуемый восторг у тех, кто находился в бразильской студии.",[0],lenta
я такая злая.,[4],twitter
— Та я нібито не така вже й худа)),[0],twitter
что-то сегодня все какие-то злобные злюки!!,[4],twitter
Буду полночи пугать соседей ))),[0],twitter
А сколько радости было !,[0],lj
"Саша позвала выйти на лестничную площадку , выхожу такая , а там Рената  выходит , спс что напугали до смерти :D",[0],twitter
"не, кумиров у мну нет:(просто Джон для меня идеал мужчины,он удивительный ч-к.бен классный.они с сетом оч талантливы,оч.",[1],twitter
Пешеходы в панике разбегаются в разные стороны.,[3],lenta
"А так они мальчики робкие, как и ожидалось) Дио одинокий и грустный, Чен дружит с Беконом и кидается в него бутылками",[0],twitter
Когда о BioWare говорят как о канадцах – это смешно .,[0],lj
"я бы сдавал, да, боюсь, не примут =(",[3],twitter
"-"" Ой , я просто в восторге ! """,[0],lj
"А про химию со злости написала)) Кстати, я учусь в классе химического профиля))",[0],twitter
Он сейчас нецелевой и вообще какой-то странный:(,[1],twitter
"да, эти чудаки из Калифорнии снег только в кино видели;(",[1],twitter
"***** Дорогой мой и возлюбленный чадо Ангел , радуйся о Господе !",[0],lj
"мне нравится твой никнем ""злой пидар"":D",[0],twitter
"Проснулась,нужно собираться,а мне ужасно лень аааа(",[1],twitter
"Купила   киндер,но боюсь до завтра съем:D",[3],twitter
я опять скучаю ((,[1],twitter
"Было больно и слезы так и катились , чтобы заглушить это адское чувство беспомощности , беспощадности , горести .",[1],lj
Сейчас будем смотреть) Уведомления с таким же странным звуком?,[0],twitter
":D Жестокий класс, у нас даже спустя 10 лет не могут привыкнуть к одноклассникам.)",[0],twitter
"моя вера в людей чуть повысилась о_О девушка внезапно написала и  извинилась,за то что отозвалась о другом человеке нехорошо при мне о_о",[2],twitter
суровые челябинские ***...)),[0],twitter
"Вебмастера не пишите слово ""лидерами"" маленьким Тайм Нью Роман , при быстром чтении получаеться нехорошее слово ) .",[0],twitter
"Тот,кто кормит меня мармеладными медведями в такой нехороший день,автоматически становится центром добра и радости:)",[0],twitter
Было бы ещё смешнее написать заглавие на франко - русско - итальянском воляпюке : Deja vu для squadra azzura .,[0],lj
"сразу как то нехорошо и совесть требует тебе написать, а еще приехать и забрать к себе)",[0],twitter
"ахахахп все удивляются тому, что у меня лимит был :-)",[0],twitter
"Но в итоге машина была получена , первый отрезок дороги по жутчайшим сплошным пробкам к ночи был осилен ( да - да , средняя скорость за городом составила 35 км в ч ) .",[1],lj
Сегодня все такие добрые и улыбчивые )радует прям #общтранспорт,[0],twitter
"«Я ушла оттуда вся в слезах, опозоренная и униженная мужчиной, который понятия не имеет о том, с чем мне пришлось столкнуться.",[1],lenta
"А если нет никого с машиной, то печаль... (",[1],twitter
чему тут удивляться-то.. ебанутая Таня.,[4],twitter
"преподавательница не хочет принимать проект уже в 6 раз, отправляю в 7,боюсь не выдержу если мало баллов поставит либо не оценит работу(",[3],twitter
"Основная сложность работы с кем-то в другом городе - я уже пошла на обед, а человек как раз пришёл на работу.И гораздо хуже когда наоборот:d",[0],twitter
Что за ужасная погода перед Новым Годом :( никакого настроения.,[1],twitter
"Особенной злобой к лошадям отличались милые девушки , служившие в конной милиции .",[4],lj
Ужасное самочувствие :( ненавижу болеть,[1],twitter
«Педофилия неприемлема — говорю это как попечитель британского Национального общества по предотвращению жестокого обращения с детьми.,[4],lenta
"К сожалению , к позиции Хранителя Иконы иерархия РПЦЗ не прислушалась , и объединилась не только с Церковью в России , но , пойдя на компромисс , и с сергианством и экуменизмом .",[1],lj
неудачно пиздец...пошла в ванне лежать тогда...злюсь.,[4],twitter
"«Таким образом, злоумышленник решил отомстить правоохранителю за возбуждение в отношении него уголовного дела по факту нанесения побоев бывшей супруге, — отмечено в тексте.",[4],lenta
(( Я сейчас просто смотрю ужасы и у меня телефон сейчас со стола упал.,[3],twitter
"Удивительно, как долго может служить моя батарейка, и как долго можно не грузить единицы))))",[2],twitter
"К сожалению , Первоиерарх не внял его словам и рукоположил епископа , который потом его и предал .",[1],lj
"вот сейчас я смою макияж , из красавицы превращусь в чудовище и лягу со спокойной душой спааать :)",[0],twitter
"Культурология автомат, русский автомат.нихуя не знаю.до сих пор удивляюсь своей хитрожопости))",[2],twitter
"Когда наш священник предложил мне поехать вместе с духовенством встречать Икону в Женевском аэропорту , я с радостью согласился .",[0],lj
сегодня с Иванчук играли в жестокие игры!пиздей рука болит..(,[1],twitter
"Почему он поехал в общем автобусе, если у бизнеса трансфер до самолета обычно отличается?» — недоумевает супруга арбитра.",[2],lenta
сегодня мне прокололи немного руку циркулем теперь она очень странная(,[1],twitter
выздоравливай  напугала нас так:****,[3],twitter
"да я уже улыбаюсь :) спасибо вам :) главное правильные люди вокруг, а ремонт машины - фигня)))",[0],twitter
"Сон - очень странный предмет...Утром спать хочешь , а ночью вот Нет !)",[0],twitter
"Еще ни разу он не сошел с рельсов , хотя путь его бывает настолько причудлив , что даже сам я удивляюсь .",[2],lj
Теперь пришло время повеселиться!» — было написано на доске.,[0],lenta
Это ужас!!!!!,[3],twitter
"Главное , что там можно залезть почти в каждый троллейбус или трамвай и в очередной раз удивиться , как раньше в такой тесноте умудрялись ездить ?",[2],lj
"Щас брат приходит и говорит со злобой: -ВИКА Я ИЗ_ЗА ТЕБЯ МОЛОДЁЖКУ ПРОПУСТИЛ Я такая,опа опа нихуя:DD",[0],twitter
"Прочитала две части фантаст.романа ""Черновик"" и ""Чистовик"",очень понравилось..хотелось бы посмотреть фильм,но к сожалению не сняли..(",[1],twitter
Счастье забирает с работы и пугает полицейскими разворотами),[0],twitter
"удиви меня своим странным сном — короче,мне приснились зайца которые жуют самотыки((",[1],twitter
"Дааа, я отдохну от надоедливой сестры!",[0],twitter
"Линтааа,я фанф пишу :зз Первый раз :D Но оцените,а то критика моей жены порой жестока :D   Мирся всем :>",[0],twitter
"Я тебя видел вчеа,аааааа.,А.а.а.а.а,а.я счастлив — ахах,вот радость то)азаз",[0],twitter
"Странная, но счастливая)))",[0],twitter
"как ни странно я сегодня выспалась:) правда я встала в 9:10,  а должна была в 8:30:D",[0],twitter
"Даже странно, что Джулик на эту фразу тебе не написала: ""Подмойся и жди Гелю!"")))))",[0],twitter
"А 5 января ярость веганов вызвали британские полицейские, которые поделились фотографией своего завтрака с сосисками, беконом и жареными яйцами в Twitter.",[4],lenta
"К сожалению , во FreeBSD в настоящее время нет штатных средств для поиска подстроки в пакете .",[1],lj
"жестокий мир,глупые люди.",[1],twitter
Афигенно)) мне такие выходные нравятся)) скоро еще с любимыми встречусь)счастье и радость,[0],twitter
"Издание отмечает, что он явно вышел из себя из-за того, что ребенок не переставал плакать.",[4],lenta
"Удивительно то , что телевидения вообще не было .",[2],lj
В онлайне остались всяческие странные люди(,[1],twitter
но блин..ты была жестока сегодня :`(,[1],twitter
"удивительно, что на хабре никто не излил свой гнев по-поводу кривости сего поделия))) или посты про #ссту мочатся автоматом",[2],twitter
"ахахха мстительный ты человек,а я коварный,ибо посылку специально пошлю к тебя 17 числа,чтобы ты не открылв его раньше:D",[0],twitter
"Еще, как я и говорила, на корпоративе нас поздравлял этот чудный пес. Он разносил подарки и лез обниматься))",[0],twitter
Поч Аомине в такой странной позе(,[1],twitter
"ахах,я помню это,надеюсь,про то,что мы напалимся она восприняла в шутку))",[0],twitter
"Доброе утро начинается в воскресенье в шесть утра, да ) Какой-то странный прилив энергии, надеюсь он нам поможет",[0],twitter
“ Новогодняя ёлка :) #radiorecord ” Ужас!,[0],twitter
"Помню , как он радовался , когда я , не имея под рукой никаких специальных средств , смог почистить и отреставрировать портрет во весь рост Блаж .",[0],lj
"Главный герой корчит рожи настолько зверские и страшные , что одним только его искажённым яростью лицом врагов можно издалека распугивать .",[4],lj
"На злобу дня цитата вспомнилась из Раневской из-за ленты с возрастами ))) ""Старая я уже по мужикам бегать.",[0],twitter
я однажды этого смайла испугалась(,[1],twitter
Самое удивительное - мы купили подарки ВСЕМ !,[2],lj
"Иногда удивляет способность людей искать и узнавать то, что лучше не знать.",[2],twitter
Я ПОТОПАЛ В ШКОЛУ((( ДА ПРЕБУДЕТ С НАМИ УДАЧА!!!,[1],twitter
"Принимают шикарно, цены приятно удивляют, чистота и порядок, а природа какая...))",[0],twitter
"Он особенно печалился о том , что « некоторые ревнители старого календаря верят и утверждают , что таинства без календаря недействительны и без календаря нет спасения .",[1],lj
"у меня мама все плакаты поснимала и выкинула, и аппендицит ужасно болит;(",[1],twitter
"Какой то Козел сломал домофон!Руки бы оторвала,он работает,но вы бы его видели,жуть.",[4],twitter
— Тебе не кажется это странным?,[2],lenta
Почему то после школы у меня всегда ужасные волосы :(,[1],twitter
"В подписи к фото Овечкин отметил, что рад избавиться от волос на лице, и поблагодарил сотрудничающую с ним компанию Gillette.",[0],lenta
Какой чудесный дождь в эту дивную ночь... :),[0],twitter
"Немного опасаюсь , что ей там голову забьют какой-нибудь фигнёй , но пока ничего такого замечено не было .",[3],lj
"Благодарю ;) и тебе, что бы твой ребёночек рос здоровым) а ты радовалась его успехам ;)",[0],twitter
"Впрочем , это обычно несложно :) Вывод отформатирован , к сожалению , не так красиво , но всё же еще читаемо .",[0],lj
"ахах,поздравляяшки:D твой коварный план выполнен)",[0],twitter
Десятая серия Американской Истории Ужасов выйдет только через месяц:(,[1],twitter
"У меня была огромная радость , и я , побежав к брату Иосифу , пал на колени перед этой Иконой .",[0],lj
"А узнала я об этом, удивительно, но из википедии о_О",[2],twitter
"Вообще, в свете событий прошедших пары лет побаиваюсь поздравлять с Рождеством, у всех свои взгляды на РПЦ там, вдруг кого обижу, обгадят (",[1],twitter
мда :( жуть ждём тогда аналогичного девайса от стима,[1],twitter
"Даже не знаю, радоваться или плакать, сериал немного сдал позиции, это как-то больше стало на суперсилу похоже чем на логику=(",[1],twitter
А ведь мне привезли новую клаву :( Это всё месть понедельника за пятницу 13е!,[1],twitter
Хочу в свою холодную комнатку ( тут жарко и люди странные.,[1],twitter
вот такие у нас суровые общаги))),[0],twitter
"я уже злой настолько, что не могу работать :((",[4],twitter
":(  приятнаа,ладна я же оптимист и проведу нг с ИДИНАРОЖКОЙ,ИИИЗЗИЗ",[0],twitter
"Пусть в этом году все будут здоровы , богаты и счастливы !",[0],lj
"я соскучилась :( если не 31, то вырвусь, думаю",[1],twitter
как странно!!,[2],twitter
"такое настроение странное- ничего не хочу, никого не хочу, нов  тоже время хочется веселья безудержного (",[1],twitter
Злой и колючий цветок укусил(  за то что поливала его,[1],twitter
в корее странная зима...совсем не холодно: плюсовая погода и дожди :) моя первая и последняя теплая зима за всю мою жизнь :)),[0],twitter
Дико страшно и жутко оказаться вон там вот на его месте .,[3],lj
"Он очень скорбел о том , что не сможет пойти в церковь , чтобы ей поклониться .",[1],lj
"«Истец испытал глубокие нравственные страдания, для него стало понятно, что его родной человек по прихоти сотрудников полиции в последние минуты жизни был подвергнут жестоким мучениям.",[1],lenta
"По чудному стечению обстоятельств познакомились с Giuseppe Sciortino Giuliano , который является племянником легендарной личности Сицилии - Сальваторе Джулиано .",[0],lj
"У меня такие странные желания хотя я вполне здоровая девушка с ясным умом, боюсь что со мной будет когда я буду беременна :(",[3],twitter
"Ужас не сходил с лица Х . Тогда Наташа громко рассмеялась , хлопнула Х . по плечу и сказала - да я пошутила , ну что ты ?!",[0 3],lj
"слёзы, сопли, уныние... у Мишуты лезут зубки :(",[1],twitter
капец вы злые :(,[1],twitter
"Да-да наконец на каток,я по нему так соскучилась)",[0],twitter
"хахахахаха не хочется злорадствовать,но...хахахаха))))))эт очень смешно))",[0],twitter
Дизайнерский ход вызвал недоумение у пользователей Twitter.,[2],lenta
"Мне понравилось видео ""Ну очень злой пес 2) + Моська катается на хвосте))""",[0],twitter
ЧанКаи пошто я так ржу :D О дивный востоооооооок!,[0],twitter
помню как в один ужасный денб включаю джетикс а там какой-то порно канал =(,[1],twitter
"Тренеровка сегодня была жестокая с 9:00 до 13:30 , ааааа пришла никакая (",[1],twitter
"Суровые инязовские преподаватели,перед которыми в буквальном смысле отвечаешь на коленях:)",[0],twitter
"Банковая,4-20.Все как обычно.А панику часа в 2 поднял мужик,приняв пересменку за наступление) #євромайдан #евромайдан …",[0],twitter
"Особенно удивительно это было слышать от депутатов Госдумы , которые сами , как известно , давным-давно перешли все грани разумного .",[2],lj
про quick look ничего :( Странно,[1],twitter
"«К сожалению, многие люди либо вообще не рассказывают о том, что к ним кто-то приставал, либо рассказывают спустя долгое время.",[1],lenta
"На самом деле я сейчас очень злая, но хочу спать.",[4],twitter
"Это странное чувство,когда после гулянки наутро болеешь не похмельем,а простудой.",[2],twitter
Чудный вечер !,[0],lj
"у них какие то работы, ууууууууууф((((  очень злая, надеюсь, что завтра решат все",[4],twitter
Мужик чуть не умер от страха(( Питарды в деле!,[1],twitter
ахахахах..ну окссс) месть будет ?,[0],twitter
"Забавно, когда разработчик игры боится своего коммьюнити )))",[0],twitter
"странная политика полить меня грязью, а потом поддержать)",[0],twitter
ТЫ предложить дать мне ответы?О_о Я тебе удивляюсь.. :-),[2],twitter
"нормальный, но конец вообще ужасный, я думала дракона убьют, но нет фильм на этом закончился :(",[1],twitter
"«К сожалению, я решил попрощаться со сборной.",[1],lenta
Сегодня выгонял листву с парковки на улицу в овраг и было забавно видеть реакцию людей .,[0],lj
это очень радует),[0],twitter
"удивительные сны тебе снятся) особенно петь песни, когда дети с крыши падают",[0],twitter
Меня снова дразнят:(  #хочунаморе,[1],twitter
"почему жизнь такая жестокая, две тысячи километров разделяют, а у меня в области даже нету таких((((",[1],twitter
"Настроение настолько ужасное,что даже выплакаться не могу.",[1],twitter
;-)) Это удивительно)) Какой смелый человек))),[0],twitter
ужас!,[3],twitter
Удивительное рядом :D,[0],twitter
"я в четыре пробила :D сейчас не боялась, но если честно, больновато было :с #умеюподдержать",[0],twitter
))))) у меня летом так три фуры 2-ое суток стояли не в том порту)))))да...а потом спрашивают почему такой злой..всеж очевидно,[0],twitter
посмотрел основной состав на сегодняшнюю игру..рад что нет Милевского и жаль что Ракицикий на банке((,[1],twitter
"У меня очень странный подход к людям)Хотелось бы верить,что я такая не одна,но пока не вижу ничего подобного",[0],twitter
"Не покуриш - злой, покуриш - тоже злой...бля сигореты кончились:( я мега злой...",[4],twitter
"я буду мстить, и мстя моя будет страшна))",[0],twitter
"Спать совсем не хочется, как ни странно. ))",[0],twitter
"я обожаю попадать в жизненный поток... я сразу реализую все, что я хотел) волна удачи, бл) ...сейчас вот съезжаю к чуваку",[0],twitter
Два вратаря из заявки сборной Туниса на чемпионат мира получили травмы и больше не могут помочь команде.,[1],lenta
"мы давно уже не вместе ......но при слове ЛЮБОВЬ, я вспоминаю ЕГО улыбку ((((((((",[1],twitter
"подивилась #TheBlingRing , захотілось тусити так як вони(",[2],twitter
"Привет)) у тебя замечательный аск))крутые ответы) я подписалась)... — Я слишком коварна, чтобы не опубликовать это.",[0],twitter
":D блииин в мульте он добрый А у меня он странный, вечно ходит за мной и следит:D",[0],twitter
"Да.. Брат... по Ходу 2011 год, был РЕАЛЬНО ПРОРОЧЕСКИМ... :))))) // И именно 22.09.11 МIKE мне прислал 1е Письмо... //в самое жестокое время",[0],twitter
"Странные чувства после вечера,но это было не обходимо и я не пожалела)Спасибо всем за этот вечер)!",[0],twitter
"жизнь на столько жестока, что даже носки не могут найти себе пару(",[1],twitter
"а я на второй делаю:)) вы, немцы, такие странные:D",[0],twitter
А потом я бегала по какому-то замку и меня хотело съесть и высосать всю кровь летающее чудовище(,[1],twitter
"Кстати , забавно .",[0],lj
"Вот удивляюсь всегда, как  умудряется со всех лестниц падать,дак сама сейчас в лицее кубарем скатилась,коленку ободрала((",[1],twitter
"хз, мне все еще нехорошо(( воспаление легких быстро не проходит((",[1],twitter
"Скучно до ужаса :( Даже в бар не с кем сходить, так как четверг.",[1],twitter
"Спалили только что , что мы с Никитой написали одинаковые варианты:D странно , что это заметили только сейчас:D",[0],twitter
"Раньше боялся стоматолога, а сейчас больше боюсь цены за лечение зубов((((",[3],twitter
"Удивительное,тёплое место,оазис просто в городской суете ;) И св.отцы такие открытые, чуткие и добрые ;)",[0],twitter
"Подарите мне букетик роз, пожалуйста... Просто так. Я соскучилась по этим цветам(",[1],twitter
"Такой грустный пример мы видим в Женеве в лице неплохого священника В . Саккаса , для которого и наш Архиерейский Синод уже недостаточно православен и подчинение ему необязательно .",[1],lj
"вы желаете мне добра из-за того, что я злая?",[2],twitter
"пхрх нормально, правда снилось что-то ужасное (  а тебе ?",[1],twitter
"вот как-то я не уверена, что 5 и 6 классы пронесет сегодня от доброго и злого копов на зачете :))))",[0],twitter
какое-то странное чувство...я думала будет проще:(,[1],twitter
"Панике не поддался :) Киев , 31 - ое октября , полет нормальный !",[0],lj
"И у неё в статусе ""Ваня мудак"" я даже немного испугался :D",[0],twitter
"не люблю новый год,но одно радует подарки,подарки:) обожаю делать сюрпризы:)",[0],twitter
И все потому что мой страх умереть голодной.,[3],twitter
"Значит мы с Вами братья по несчастью знать его(((( А я всегда злилась,не до смеха было,еще надо было ехать домой час((",[1],twitter
Странный день :D Столько всего неожиданного) Даже приятно поведение некоторых людей),[0],twitter
Слезы счастья 🙌🏻 L Love ❤️ #моилюдивсегдасомной Фото опубликовано @buzova86,[0],lenta
"Утро совсем не доброе, когда рпзбудил не Он, а будильник....злое утро (",[1],twitter
